ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001526513-24-000002	2534103	Stock Option (right to buy)		10.05		31-JUL-2024				4	M	0				8000.0				0.0		D			F1	31-AUG-2024		Common Stock		8000.0				0.0				D			
0000921895-24-001670	2534208	Restricted Stock Unit			F3	30-JUL-2024				4	A	0				4751.0				0.0		A		13-FEB-2025		13-FEB-2025		Common Stock		4751.0				4751.0				I		See footnote	F4
0000921895-24-001669	2534184	Restricted Stock Unit			F1	30-JUL-2024				4	A	0				4751.0				0.0		A		13-FEB-2025		13-FEB-2025		Common Stock		4751.0				4751.0				D	F2		
0000921895-24-001668	2534235	Series E Convertible Preferred Stock	F1		F2	30-JUL-2024				4	S	0				550000.0					F1	D		30-JUL-2024			F3	Common Stock		1320000.0				0.0				D			
0000950170-24-089458	2534134	Employee Stock Option (right to buy)		30.85		31-JUL-2024				4	D	false				72954.0				15.5	F5	D			F5	01-JUN-2025		Common Stock		72954.0				0.0				D			
0000950170-24-089458	2534136	Employee Stock Option (right to buy)		49.39		31-JUL-2024				4	D	false				52300.0				15.5	F5	D			F5	03-NOV-2024		Common Stock		52300.0				0.0				D			
0000950170-24-089458	2534135	Employee Stock Option (right to buy)		28.7		31-JUL-2024				4	D	false				47747.0				15.5	F5	D			F5	12-FEB-2025		Common Stock		47747.0				0.0				D			
0001415889-24-020535	2534170	Stock Option (right to buy)		6.66		30-JUL-2024				4	M	0				1500.0				0.0		D			F4	07-DEC-2031		Common Stock		1500.0				66031.0				D			
0000950170-24-089448	2534130	Employee Stock Option (right to buy)		32.41		31-JUL-2024				4	D	false				915.0				15.5	F5	D			F5	02-MAR-2025		Common Stock		915.0				0.0				D			
0000950170-24-089448	2534131	Employee Stock Option (right to buy)		30.85		31-JUL-2024				4	D	false				2456.0				15.5	F5	D			F5	01-JUN-2025		Common Stock		2456.0				0.0				D			
0001842952-24-000062	2534176	Stock Option (right to buy)		2.23		01-AUG-2024				4	A	0				202170.0				0.0		A			F1	31-JUL-2034		Common Stock		202170.0				202170.0				D			
0001550695-24-000063	2534153	Restricted Stock Units			F1	30-JUL-2024				4	A	0				36011.0				0.0		A			F2		F2	Common Stock		36011.0				36011.0	F2			D			
0001550695-24-000061	2534219	Restricted Stock Units			F1	30-JUL-2024				4	A	0				36011.0				0.0		A			F2		F2	Common Stock		36011.0				36011.0	F2			D			
0001225208-24-007778	2534071	Stock Option (Right to Buy)		24.55		01-AUG-2024				4	M	0	F1			1197.0				0.0		D			F3	28-FEB-2027		Common Stock		1197.0				17971.0				D			
0001225208-24-007778	2534070	Stock Option (Right to Buy)		17.26		01-AUG-2024				4	M	0	F1			3066.0				0.0		D			F2	22-FEB-2026		Common Stock		3066.0				12264.0				D			
0000950170-24-089426	2534067	Employee Stock Option (right to buy)		32.41		31-JUL-2024				4	D	false				388.0				15.5	F5	D			F5	02-MAR-2025		Common Stock		388.0				0.0				D			
0000950170-24-089426	2534068	Employee Stock Option (right to buy)		30.85		31-JUL-2024				4	D	false				356.0				15.5	F5	D			F5	01-JUN-2025		Common Stock		356.0				0.0				D			
0001225208-24-007776	2534217	Stock Appreciation Right		82.35		31-JUL-2024				4	M	0				128541.0				0.0		D		03-JAN-2020		02-JAN-2027		Common Stock		128541.0				0.0				D			
0001225208-24-007776	2534216	Stock Appreciation Right		76.0		31-JUL-2024				4	M	0				271521.0				0.0		D		02-JAN-2021		01-JAN-2028		Common Stock		271521.0				0.0				D			
0001660280-24-000123	2534075	Employee Stock Option (right to buy)		4.25		30-JUL-2024				4	M	0				40000.0				0.0		D			F8	18-JAN-2027		Common Stock		40000.0				1808055.0				D			
0001225208-24-007775	2534114	Stock Appreciation Right		71.01		30-JUL-2024				4	M	0				11236.0				0.0		D		04-JAN-2019		03-JAN-2026		Common Stock		11236.0				0.0				D			
0001127602-24-021385	2534185	Stock Option (Right to Buy)		210.68		31-JUL-2024				4	M	0				10000.0				0.0		D			F12	27-FEB-2025		Common Stock		10000.0				65850.0				D			
0000950170-24-089409	2534079	Stock Option (Right to Buy)		36.29		01-AUG-2024				4	M	false				5000.0				0.0		A			F1	14-SEP-2025		Common Stock		5000.0				0.0				D			
0001415889-24-020526	2534120	Employee Stock Option (right to buy)		1.05		30-JUL-2024				4	A	0				315000.0				0.0		A			F1	29-JUL-2034		Common Stock		315000.0				315000.0				D			
0001013237-24-000091	2534111	Employee Stock Option (right to buy)		164.9		01-AUG-2024				4	M	0				3000.0				0.0		D			F2	01-JUL-2025		Common Stock		3000.0				12000.0				D			
0001127602-24-021384	2534076	Restricted Stock Units			F1	30-JUL-2024				4	M	0				8063.0					F1	D			F2		F2	Common Stock		8063.0				16125.0				D			
0001114483-24-000121	2534253	Stock Option		49.9		31-JUL-2024				4	M	0				1410.0				0.0		D			F4	02-JUL-2025		Common Stock		1410.0				0.0				D			
0001114483-24-000121	2534255	Stock Option		29.55		31-JUL-2024				4	M	0				3555.0				0.0		D			F6	03-JAN-2027		Common Stock		3555.0				0.0				D			
0001114483-24-000121	2534254	Stock Option		48.43		31-JUL-2024				4	M	0				2883.0				0.0		D			F5	04-JAN-2026		Common Stock		2883.0				0.0				D			
0001114483-24-000121	2534256	Stock Option		45.4		31-JUL-2024				4	M	0				2227.0				0.0		D			F7	02-JAN-2028		Common Stock		2227.0				0.0				D			
0001114483-24-000121	2534252	Stock Option		49.9		31-JUL-2024				4	M	0				1310.0				0.0		D			F3	02-JUL-2025		Common Stock		1310.0				0.0				D			
0000950170-24-089392	2534202	Restricted Stock Unit	F5	0.0		31-JUL-2023				4	M	false				23883.0				0.0		A			F2		F3	Ordinary Shares	F1	23883.0				0.0				D			
0000950170-24-089391	2534062	Restricted Stock Unit	F5	0.0		31-JUL-2023				4	M	false				23883.0				0.0		A			F2		F3	Ordinary Shares	F1	23883.0				0.0				D			
0000950170-24-089391	2534063	Stock Option (right to buy)		0.62		01-AUG-2024				4	A	false				5000000.0				0.0		A			F6	01-AUG-2034		Ordinary Shares	F1	5000000.0				5000000.0				D			
0001127602-24-021382	2534203	Restricted Stock Units			F1	30-JUL-2024				4	M	0				4357.0					F1	D			F2		F2	Common Stock		4357.0				17427.0				D			
0001127602-24-021382	2534204	Restricted Stock Units			F1	30-JUL-2024				4	M	0				3268.0					F1	D			F2		F2	Common Stock		3268.0				13070.0				D			
0001104659-24-084967	2534263	Warrants (right to buy)		1.43		30-JUL-2024				4	X	0				2101577.0				0.0		D		21-SEP-2023			F4	Class A Common Stock		2101577.0				0.0				I		See footnote	F3, F2, F5
0001104659-24-084966	2534183	Warrants (right to buy)		1.43		30-JUL-2024				4	X	0				2101577.0				0.0		D		21-SEP-2023			F4	Class A Common Stock		2101577.0				0.0				I		See footnote	F3, F2, F5
0001127602-24-021380	2534122	Restricted Stock Units			F1	30-JUL-2024				4	M	0				2723.0					F1	D			F3		F3	Common Stock		2723.0				10892.0				D			
0001127602-24-021380	2534121	Restricted Stock Units			F1	30-JUL-2024				4	M	0				17426.0					F1	D			F2		F2	Common Stock		17426.0				17431.0				D			
0001550695-24-000059	2534145	Restricted Stock Units			F1	30-JUL-2024				4	A	0				36011.0				0.0		A			F2		F2	Common Stock	F2	36011.0				36011.0	F2			D			
0000705432-24-000178	2534201	Employee Stock Option / (Right to Buy)		26.49		31-JUL-2024				4	M	0				5460.0				0.0		D		18-JUN-2016	F1	18-JUN-2025		Common Stock		5460.0				0.0				D			
0001127602-24-021377	2534206	Restricted Stock Units		0.0		31-JUL-2024				4	M	0				2425.0				0.0		D		31-OCT-2023		31-OCT-2026		Common Stock		2425.0				21830.0				D			
0001550695-24-000057	2534143	Restricted Stock Units			F1	30-JUL-2024				4	A	0				36011.0				0.0		A			F2		F2	Common Stock		36011.0				36011.0	F2			D			
0001104659-24-084944	2534113	Stock Option (Right to Buy)		16.32		30-JUL-2024				4	A	0				11000.0				0.0		A			F2	30-JUL-2034		Ordinary Shares		11000.0				11000.0				D			
0001104659-24-084941	2534229	Stock Option (Right to Buy)		16.32		30-JUL-2024				4	A	0				11000.0				0.0		A			F2	30-JUL-2034		Ordinary Shares		11000.0				11000.0				D			
0001104659-24-084938	2534160	Stock Option (Right to Buy)		16.32		30-JUL-2024				4	A	0				11000.0				0.0		A			F2	30-JUL-2034		Ordinary Shares		11000.0				11000.0				D			
0001104659-24-084933	2534078	Stock Option (Right to Buy)		16.32		30-JUL-2024				4	A	0				11000.0				0.0		A			F2	30-JUL-2034		Ordinary Shares		11000.0				11000.0				D			
0001555280-24-000291	2534065	Restricted Stock Unit	F2		F3	31-JUL-2024				4	M	0				895.02					F1	D			F4		F5	Common Stock		895.02				1790.0				D			
0001104659-24-084930	2534147	Stock Option (Right to Buy)		16.32		30-JUL-2024				4	A	0				11000.0				0.0		A			F3	30-JUL-2034		Ordinary Shares		11000.0				11000.0				D			
0001415889-24-020520	2534086	Nonqualified employee stock options (right to buy)		451.84		31-JUL-2024				4	M	0				9031.0				0.0		D		04-FEB-2022	F2	04-FEB-2031		Common stock		9031.0				0.0				D			
0001415889-24-020520	2534087	Nonqualified employee stock options (right to buy)		660.48		31-JUL-2024				4	M	0				6333.0				0.0		D		03-FEB-2023	F2	03-FEB-2032		Common stock		6333.0				0.0				D			
0001104659-24-084929	2534066	Stock Option (Right to Buy)		16.32		30-JUL-2024				4	A	0				11000.0				0.0		A			F4	30-JUL-2034		Ordinary Shares		11000.0				11000.0				D			
0001415889-24-020519	2534166	Nonqualified employee stock options (right to buy)		271.65		30-JUL-2024				4	M	0				315.0				0.0		D		08-FEB-2018	F1	08-FEB-2027		Common stock		315.0				2467.0				D			
0001415889-24-020519	2534165	Nonqualified employee stock options (right to buy)		272.21		30-JUL-2024				4	M	0				98.0				0.0		D		11-MAR-2017	F1	11-MAR-2026		Common stock		98.0				0.0				D			
0001415889-24-020518	2534059	Nonqualified employee stock options (right to buy)		272.21		30-JUL-2024				4	M	0				511.0				0.0		D		11-MAR-2017	F1	11-MAR-2026		Common stock		511.0				0.0				D			
0001415889-24-020518	2534058	Nonqualified employee stock options (right to buy)		210.23		30-JUL-2024				4	M	0				512.0				0.0		D		13-MAR-2016	F1	13-MAR-2025		Common stock		512.0				0.0				D			
0001415889-24-020517	2534220	Nonqualified employee stock options (right to buy)		256.34		30-JUL-2024				4	M	0				18264.0				0.0		D		28-JAN-2017	F2	28-JAN-2026		Common stock		18264.0				0.0				D			
0000897069-24-001602	2534169	Director Stock Option (Right to Buy)		44.43		31-JUL-2024				4	M	0	F1			2004.0				0.0		D			F3	02-JAN-2025		Common Shares		2004.0				0.0				D			
0000897069-24-001602	2534168	Director Stock Option (Right to Buy)		44.43		30-JUL-2024				4	M	0	F1			2004.0				0.0		D			F3	02-JAN-2025		Common Shares		2004.0				2004.0				D			
0001467858-24-000106	2534234	Restricted Stock Units	F1		F2	30-JUL-2024				4	A	0				158264.0				0.0		A			F3		F4	Common Stock		158264.0				158264.0				D			
0001320695-24-000093	2534139	Restricted Stock Unit			F3	30-JUL-2024				4	M	0	F1			4087.0				39.33		D			F4		F4	Common Stock		4087.0				0.0				D			
0001437749-24-024299	2534073	STOCK OPTIONS (RIGHT TO BUY)		17.65		30-JUL-2024				4	M	0				40000.0				0.0		D			F3	02-JUN-2026		Common Stock		40000.0				0.0				D			
0001062993-24-014293	2534218	Restricted Stock Units			F1	30-JUL-2024				4	A	0				19011.41				0.0		A			F2		F2	Common Stock		19011.41				25071.41				D			
0001062993-24-014292	2534186	Restricted Stock Units			F2	31-JUL-2024				4	D	0				190476.0	F2			0.0		D			F2		F2	Common Stock		190476.0				0.0				D			
0001214659-24-013549	2534228	Option to purchase		32.59		31-JUL-2024				4	M	false				6000.0				32.59		A			F2	15-OCT-2024		Common Stock		6000.0				0.0				D			
0001140361-24-035331	2534151	Class B common stock			F3	30-JUL-2024				4	C	0	F1			450000.0	F2				F3	D			F3		F3	Class A Common Stock		450000.0	F2			111051.0	F3, F2			D	F2		
0001495231-24-000146	2534246	Restricted Stock Units			F2	31-JUL-2024				4	A	0				25739.0				0.0		A		31-JUL-2025			F6	Common Stock		25739.0				25739.0				D			
0001495231-24-000146	2534245	Restricted Stock Units			F2	31-JUL-2024				4	M	0				200.0				0.0		D		01-APR-2024			F5	Common Stock		200.0				6600.0				D			
0001495231-24-000146	2534244	Restricted Stock Units			F2	31-JUL-2024				4	M	0				154.0				0.0		D		30-JUN-2022			F4	Common Stock		154.0				459.0				D			
0001495231-24-000146	2534243	Restricted Stock Units			F2	31-JUL-2024				4	M	0				78.0				0.0		D		01-APR-2023			F3	Common Stock		78.0				1661.0				D			
0001225208-24-007767	2534193	Phantom Stock			F1	01-AUG-2024		01-AUG-2024		4	P	0				201.0				37.09		A			F2		F2	Common Stock		201.0				47777.0				D			
0001495231-24-000144	2534053	Restricted Stock Units			F2	31-JUL-2024				4	M	0				240.0				0.0		D		31-JAN-2023			F6	Common Stock		240.0				6960.0				D			
0001495231-24-000144	2534057	Restricted Stock Units			F2	31-JUL-2024				4	A	0				21739.0				0.0		A		31-JUL-2025			F10	Common Stock		21739.0				21739.0				D			
0001495231-24-000144	2534050	Restricted Stock Units			F2	31-JUL-2024				4	M	0				15.0				0.0		D		31-AUG-2020			F3	Common Stock		15.0				0.0				D			
0001495231-24-000144	2534051	Restricted Stock Units			F2	31-JUL-2024				4	M	0				24.0				0.0		D		30-NOV-2020			F4	Common Stock		24.0				72.0				D			
0001495231-24-000144	2534055	Restricted Stock Units			F2	31-JUL-2024				4	M	0				52.0				0.0		D		30-NOV-2023			F8	Common Stock		52.0				155.0				D			
0001495231-24-000144	2534054	Restricted Stock Units			F2	31-JUL-2024				4	M	0				139.0				0.0		D		31-AUG-2023			F7	Common Stock		139.0				0.0				D			
0001495231-24-000144	2534052	Restricted Stock Units			F2	31-JUL-2024				4	M	0				97.0				0.0		D		01-JAN-2022			F5	Common Stock		97.0				1658.0				D			
0001495231-24-000144	2534056	Restricted Stock Units			F2	31-JUL-2024				4	M	0				161.0				0.0		D		30-APR-2024			F9	Common Stock		161.0				1288.0				D			
0001495231-24-000142	2534100	Restricted Stock Units			F3	31-JUL-2024				4	M	0				278.0				0.0		D		31-AUG-2023			F11	Common Stock		278.0				6648.0				D			
0001495231-24-000142	2534099	Restricted Stock Units			F3	31-JUL-2024				4	M	0				139.0				0.0		D		31-MAY-2023			F10	Common Stock		139.0				2939.0				D			
0001495231-24-000142	2534098	Restricted Stock Units			F3	31-JUL-2024				4	M	0				325.0				0.0		D		30-APR-2023			F9	Common Stock		325.0				6507.0				D			
0001495231-24-000142	2534097	Restricted Stock Units			F3	31-JUL-2024				4	M	0				190.0				0.0		D		31-DEC-2022			F8	Common Stock		190.0				3047.0				D			
0001495231-24-000142	2534096	Restricted Stock Units			F3	31-JUL-2024				4	M	0				1042.0				0.0		D		27-AUG-2022			F7	Common Stock		1042.0				24992.0				D			
0001495231-24-000142	2534095	Restricted Stock Units			F3	31-JUL-2024				4	M	0				187.0				0.0		D		30-NOV-2022			F6	Common Stock		187.0				2439.0				D			
0001495231-24-000142	2534093	Restricted Stock Units			F3	31-JUL-2024				4	M	0				274.0				0.0		D		30-APR-2022			F4	Common Stock		274.0				2192.0				D			
0001495231-24-000142	2534094	Restricted Stock Units			F3	31-JUL-2024				4	M	0				102.0				0.0		D		31-MAY-2022			F5	Common Stock		102.0				918.0				D			
0001495231-24-000142	2534102	Restricted Stock Units			F3	31-JUL-2024				4	A	0				63750.0				0.0		A		31-JUL-2025			F13	Common Stock		63750.0				63750.0				D			
0001495231-24-000142	2534101	Restricted Stock Units			F3	31-JUL-2024				4	M	0				1780.0				0.0		D		27-AUG-2023			F12	Common Stock		1780.0				64105.0				D			
0000030625-24-000089	2534215	Phantom Stock			F1	01-AUG-2024				4	A	0				124.0				49.04		A			F2		F2	Common Stock		124.0				29491.0				D			
0000030625-24-000088	2534182	Phantom Stock			F1	01-AUG-2024				4	A	0				615.0				49.04		A			F2		F2	Common Stock		615.0				5117.0				D			
0000030625-24-000087	2534239	Phantom Stock			F1	01-AUG-2024				4	A	0				615.0				49.04		A			F2		F2	Common Stock		615.0				12729.0				D			
0000030625-24-000086	2534138	Phantom Stock			F1	01-AUG-2024				4	A	0				615.0				49.04		A			F2		F2	Common Stock		615.0				28117.0				D			
0001127602-24-021362	2534173	Non-qualified Stock Option (Right to Buy)		26.21		30-JUL-2024				4	M	0				44039.0				0.0		D			F6	07-NOV-2024		Common Stock		44039.0				0.0				D			
0001225208-24-007766	2534242	Stock Option/Right to Buy		191.44		31-JUL-2024				4	M	0				10355.0				0.0		D			F6	21-FEB-2026		Common Stock		10355.0				0.0				D			
0001225208-24-007766	2534241	Stock Option/Right to Buy		175.48		31-JUL-2024				4	M	0				8208.0				0.0		D			F6	21-FEB-2026		Common Stock		8208.0				0.0				D			
0000900440-24-000070	2534149	Non-Qualified Stock Option (right to buy)		112.08		30-JUL-2024				4	M	0				2800.0				0.0		D		17-DEC-2023	F1	17-DEC-2025		Common Stock		2800.0				1700.0				D			
0000900440-24-000070	2534150	Non-Qualified Stock Option (right to buy)		112.08		30-JUL-2024				4	M	0				945.0				0.0		D		17-DEC-2021	F2	17-DEC-2025		Common Stock		945.0				0.0				D			
0001127602-24-021358	2534257	Stock Appreciation Rights		26.65		30-JUL-2024				4	M	0				15948.0				0.0		D		27-JAN-2017	F2	27-JAN-2026		Common Stock		15948.0				0.0				D			
0001127602-24-021355	2534261	Deferred Savings Plan Issuer Stock Units			F1	31-JUL-2024				4	A	0				6.53				72.73		A			F1		F1	Common Stock		6.53				5517.9				D			
0001104659-24-084893	2534074	Stock Option		18.23		31-JUL-2024				4	M	0				400000.0				0.0		D		19-MAY-2018		19-MAY-2027		Class A Common Stock		400000.0				900672.0				D			
0001127602-24-021352	2534262	Directors' Deferred Compensation Share Credits		0.0	F2	31-JUL-2024				4	A	0				42.47				0.0		A			F3		F3	Class A Common Stock		42.47				13770.07				D			
0000950170-24-089202	2534031	Stock Option (right to buy with tandem tax withholding)		471.74		31-JUL-2024				4	M	false				7948.0				471.74		D			F2	29-OCT-2025		Capital Stock		7948.0				29885.0				D			
0001562180-24-005919	2534046	Stock Options (Right to buy)		14.36		31-JUL-2024				4	A	false				12054.0				0.0		A			F1	31-JUL-2034		Common Stock		12054.0				12054.0				D			
0001127602-24-021348	2534027	Phantom Stock			F3	01-AUG-2024				4	C	0				1185.0	F1				F2	D			F4		F4	Common Stock		1185.0				0.0				D			
0001127602-24-021346	2534036	Directors' Deferred Compensation Share Credits		0.0	F1	31-JUL-2024				4	J	0	F2			42.47				441.15		A			F3		F3	Class A Common Stock		42.47				14990.69				D			
0001127602-24-021345	2534049	Directors' Deferred Compensation Share Credits		0.0	F1	31-JUL-2024				4	J	0	F2			42.47				441.15		A			F3		F3	Class A Common Stock		42.47				3760.16				D			
0001127602-24-021342	2534048	Directors' Deferred Compensation Share Credits		0.0	F1	31-JUL-2024				4	J	0	F2			42.47				441.15		A			F3		F3	Class A Common Stock		42.47				2986.04				D			
0001127602-24-021339	2534017	Directors' Deferred Compensation Share Credits		0.0	F1	31-JUL-2024				4	J	0	F2			42.47				441.15		A			F3		F3	Class A Common Stock		42.47				18481.68				D			
0001127602-24-021336	2534028	Directors' Deferred Compensation Share Credits		0.0	F4	31-JUL-2024				4	J	0	F5			42.47				441.15		A			F6		F6	Class A Common Stock		42.47				13770.07				D			
0001127602-24-021335	2534014	Directors' Deferred Compensation Share Credits		0.0	F3	31-JUL-2024				4	J	0	F4			42.47				441.15		A			F5		F5	Class A Common Stock		42.47				16231.47				D			
0001127602-24-021334	2534025	Directors' Deferred Compensation Share Credits		0.0	F1	31-JUL-2024				4	J	0	F2			42.47				441.15		A			F3		F3	Class A Common Stock		42.47				3760.16				D			
0001127602-24-021333	2534020	Directors' Deferred Compensation Share Credits		0.0	F1	31-JUL-2024				4	J	0	F2			42.47				441.15		A			F3		F3	Class A Common Stock		42.47				2419.43				D			
0001127602-24-021331	2534047	Phantom Stock			F1	31-JUL-2024				4	A	0				8.65				124.37		A			F1		F1	Common Stock		8.65				5139.81	F2			D			
0001127602-24-021328	2534018	Directors' Deferred Compensation Share Credits		0.0	F2	31-JUL-2024				4	J	0	F3			42.47				441.15		A			F4		F4	Class A Common Stock		42.47				2986.04				D			
0001225208-24-007764	2534015	Stock Option (Right to Buy)		93.36		31-JUL-2024				4	M	0				59700.0				0.0		D			F2	13-NOV-2027		Common Shares		59700.0				0.0				D			
0000950170-24-089070	2534040	PUT Option (Obligation to Buy)		20.0		30-JUL-2024				4	X	false				6880.0				0.0		D		25-SEP-2023		17-JAN-2025		Common Stock		6880.0				60000.0				I		By Corcaigh LLC	
0000950170-24-089070	2534039	PUT Option (Obligation to Buy)		15.0		30-JUL-2024				4	X	false				7210.0				0.0		D		05-MAY-2023		17-JAN-2025		Common Stock		7210.0				142790.0				I		By Corcaigh LLC	
0000950170-24-089070	2534042	PUT Option (Obligation to Buy)		15.0		30-JUL-2024				4	X	false				6820.0				0.0		D		12-APR-2024		17-JAN-2025		Common Stock		6820.0				60010.0				I		By Infinity Trusts Investment LLC	
0000950170-24-089070	2534043	PUT Option (Obligation to Buy)		15.0		30-JUL-2024				4	X	false				10.0				0.0		D		10-APR-2024		17-JAN-2025		Common Stock		10.0				60000.0				I		By Infinity Trusts Investment LLC	
0000950170-24-089070	2534044	PUT Option (Obligation to Buy)		15.0		30-JUL-2024				4	X	false				21650.0				0.0		D		26-MAY-2023		17-JAN-2025		Common Stock		21650.0				38350.0				I		By Infinity Trusts Investment LLC	
0000950170-24-089070	2534045	PUT Option (Obligation to Buy)		10.0		30-JUL-2024				4	X	false				21750.0				0.0		D		10-APR-2024		17-JAN-2025		Common Stock		21750.0				237840.0				I		By Crescent River LLC	
0000950170-24-089070	2534041	PUT Option (Obligation to Buy)		20.0		30-JUL-2024				4	X	false				3190.0				0.0		D		26-MAY-2023		17-JAN-2025		Common Stock		3190.0				56810.0				I		By Corcaigh LLC	
0000950170-24-089070	2534038	PUT Option (Obligation to Buy)		15.0		30-JUL-2024				4	X	false				250.0				0.0		D		17-MAY-2023		17-JAN-2025		Common Stock		250.0				150000.0				I		By Corcaigh LLC	
0000950170-24-089070	2534037	PUT Option (Obligation to Buy)		15.0		30-JUL-2024				4	X	false				18140.0				0.0		D		18-MAY-2023		17-JAN-2025		Common Stock		18140.0				150250.0				I		By Corcaigh LLC	
0000889331-24-000163	2534032	Stock Option (right to buy)		192.59		31-JUL-2024				4	M	0				3786.0				0.0		D			F2	27-APR-2025		Common Stock		3786.0				10806.0				D			
0000921895-24-001661	2534019	Series E Convertible Preferred Stock	F1		F2	23-APR-2024				4	A	0	F3			150000.0				1.0		A		23-APR-2024			F4	Common Stock		360000.0	F5			550000.0				D			
0001415889-24-020490	2534023	Non-qualified Stock Options (Right to Buy)		63.65		30-JUL-2024				4	M	0				9430.0				0.0		D			F6	02-JAN-2032		Common Stock		9430.0				4715.0				D			
0001415889-24-020490	2534024	Non-qualified Stock Options (Right to Buy)		64.59		30-JUL-2024				4	M	0				4068.0				0.0		D			F7	03-JAN-2033		Common Stock		4068.0				8136.0				D			
0001415889-24-020490	2534022	Non-qualified Stock Options (Right to Buy)		54.91		30-JUL-2024				4	M	0				11193.0				0.0		D			F5	02-JAN-2031		Common Stock		11193.0				3730.0				D			
0001415889-24-020490	2534021	Non-qualified Stock Options (Right to Buy)		54.31		30-JUL-2024				4	M	0				13320.0				0.0		D			F4	02-JAN-2030		Common Stock		13320.0				0.0				D			
0001437749-24-024230	2534026	Stock Appreciation Right		25.76		31-JUL-2026				4	M	0				6000.0				0.0		D		15-MAR-2017		15-MAR-2026		Common Stock		24799.0				18799.0				D			
0001437749-24-024229	2534034	Stock Appreciation Right		22.96		30-JUL-2024				4	M	0				5481.0				0.0		D		17-MAR-2016		17-MAR-2025		Common Stock		5481.0				0.0				D			
0001127602-24-021309	2534035	Non-qualified Stock Option (Right to Buy)		17.24		30-JUL-2024				4	M	0				32107.0				0.0		D			F2	02-FEB-2025		Common Stock $0.01 Par Value		32107.0				0.0				D			
0001127602-24-021307	2534016	Directors' Deferred Compensation Share Credits		0.0	F1	31-JUL-2024				4	J	0	F2			42.47				441.15		A			F3		F3	Class A Common Stock		42.47				19561.33				D			
0001225208-24-007758	2534029	Restricted Share Units 7/31/24 (2 Year)			F1	31-JUL-2024				4	A	0				7405.0				0.0	F1	A			F2		F2	Common Stock		7405.0				7405.0				D			
0001225208-24-007758	2534030	Restricted Share Units 7/31/24 (w/dividends reinvested)			F1	31-JUL-2024				4	A	0				3850.0				0.0	F1	A			F3		F3	Common Stock		3850.0				3850.0				D			
0001225208-24-007757	2534033	Restricted Share Units 7/31/24 (w/dividends reinvested)			F1	31-JUL-2024				4	A	0				2962.0				0.0	F1	A			F2		F2	Common Stock		2962.0				2962.0				D			
0000079879-24-000171	2533957	Phantom Stock Units			F1	31-JUL-2024				4	A	0				23.79				126.98		A			F2		F2	Common Stock		23.79				17660.86	F3			D			
0000079879-24-000170	2533787	Phantom Stock Units			F1	31-JUL-2024				4	A	0				32.26				126.98		A			F2		F2	Common Stock		32.26				11045.05	F3			D			
0000079879-24-000169	2534007	Phantom Stock Units			F1	31-JUL-2024				4	A	0				5.55				126.98		A			F2		F2	Common Stock		5.55				285.59	F3			D			
0000079879-24-000168	2533882	Phantom Stock Units			F1	31-JUL-2024				4	A	0				4.74				126.98		A			F2		F2	Common Stock		4.74				533.62	F3			D			
0001127602-24-021304	2533907	Employee Stock Options (Right to Buy)		82.28		31-JUL-2024				4	M	0				1195.0				0.0		D			F2	02-FEB-2025		Common Stock		1195.0				0.0				D			
0000354963-24-000182	2533928	Restricted Stock Unit			F1	30-JUL-2024				4	A	0				4751.0				0.0		A		13-FEB-2025		13-FEB-2025		Common Stock		4751.0				4751.0				D			
0000354963-24-000180	2533958	Restricted Stock Unit			F1	30-JUL-2024				4	A	0				3168.0				0.0		A		13-FEB-2025		13-FEB-2025		Common Stock		3168.0				3168.0				D			
0001127602-24-021301	2533828	Phantom Stock			F1	31-JUL-2024				4	A	0				47.81				98.01		A			F2		F2	Common Stock		47.81				18815.63				D			
0001127602-24-021299	2533979	Phantom Stock			F1	31-JUL-2024				4	A	0				22.97				98.01		A			F2		F2	Common Stock		22.97				16112.13				D			
0001127602-24-021297	2533851	Phantom Stock			F1	31-JUL-2024				4	A	0				15.96				98.01		A			F2		F2	Common Stock		15.96				1733.07				D			
