ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000950170-24-086263	1665418	Legacy Class B Units			F1				F1		F1	Common Stock		39427.25	F1							I		By TCS1448 LLC	
0001140361-24-034057	1665376	Class D Common Stock			F2				F2		F2	Class A Common Stock		1877656.0								I		See Footnotes	F8, F17, F16
0001140361-24-034057	1665377	Class D Common Stock			F2				F2		F2	Class A Common Stock		911324.0								I		See Footnotes	F9, F16, F17
0001140361-24-034057	1665378	Class D Common Stock			F2				F2		F2	Class A Common Stock		6379265.0								I		See Footnotes	F10, F16, F17
0001140361-24-034057	1665379	Class D Common Stock			F2				F2		F2	Class A Common Stock		8571639.0								I		See Footnotes	F17, F16, F13, F11
0001140361-24-034057	1665380	Class D Common Stock			F2				F2		F2	Class A Common Stock		1284616.0								I		See Footnotes	F17, F12, F13, F16
0001140361-24-034057	1665375	Class D Common Stock			F2				F2		F2	Class A Common Stock		104415.0								I		See Footnotes	F17, F16, F7, F6
0001140361-24-034057	1665382	Class D Common Stock			F2				F2		F2	Class A Common Stock		1367034.0								I		See Footnotes	F16, F17, F15
0001140361-24-034057	1665372	Common Units			F1				F1		F1	Class D Common Stock	F2	55088485.0								I		See Footnotes	F17, F3, F16, F7
0001140361-24-034057	1665373	Class D Common Stock			F2				F2		F2	Class A Common Stock		31550215.0								I		See Footnotes	F17, F4, F16, F7
0001140361-24-034057	1665374	Class D Common Stock			F2				F2		F2	Class A Common Stock		3923236.0								I		See Footnotes	F5, F17, F16, F7
0001140361-24-034057	1665381	Class D Common Stock			F2				F2		F2	Class A Common Stock		2642933.0								I		See Footnotes	F14, F16, F17
0001140361-24-034056	1665412	Class D Common Stock			F2				F2		F2	Class A Common Stock		6379265.0								I		See Footnotes	F10, F16, F17
0001140361-24-034056	1665411	Class D Common Stock			F2				F2		F2	Class A Common Stock		911324.0								I		See Footnotes	F9, F16, F17
0001140361-24-034056	1665410	Class D Common Stock			F2				F2		F2	Class A Common Stock		1877656.0								I		See Footnotes	F8, F17, F16
0001140361-24-034056	1665409	Class D Common Stock			F2				F2		F2	Class A Common Stock		104415.0								I		See Footnotes	F17, F16, F7, F6
0001140361-24-034056	1665408	Class D Common Stock			F2				F2		F2	Class A Common Stock		3923236.0								I		See Footnotes	F5, F17, F16, F7
0001140361-24-034056	1665407	Class D Common Stock			F2				F2		F2	Class A Common Stock		31550215.0								I		See Footnotes	F17, F4, F16, F7
0001140361-24-034056	1665406	Common Units			F1				F1		F1	Class D Common Stock	F2	55088485.0								I		See Footnotes	F17, F3, F16, F7
0001140361-24-034056	1665414	Class D Common Stock			F2				F2		F2	Class A Common Stock		1284616.0								I		See Footnotes	F17, F12, F13, F16
0001140361-24-034056	1665413	Class D Common Stock			F2				F2		F2	Class A Common Stock		8571639.0								I		See Footnotes	F17, F16, F13, F11
0001140361-24-034056	1665416	Class D Common Stock			F2				F2		F2	Class A Common Stock		1367034.0								I		See Footnotes	F16, F17, F15
0001140361-24-034056	1665415	Class D Common Stock			F2				F2		F2	Class A Common Stock		2642933.0								I		See Footnotes	F14, F16, F17
0001140361-24-034055	1665337	Class D Common Stock			F2				F2		F2	Class A Common Stock		1367034.0								I		See Footnotes	F16, F17, F15
0001140361-24-034055	1665334	Class D Common Stock			F2				F2		F2	Class A Common Stock		8571639.0								I		See Footnotes	F17, F16, F13, F11
0001140361-24-034055	1665335	Class D Common Stock			F2				F2		F2	Class A Common Stock		1284616.0								I		See Footnotes	F17, F12, F13, F16
0001140361-24-034055	1665336	Class D Common Stock			F2				F2		F2	Class A Common Stock		2642933.0								I		See Footnotes	F14, F16, F17
0001140361-24-034055	1665333	Class D Common Stock			F2				F2		F2	Class A Common Stock		6379265.0								I		See Footnotes	F10, F16, F17
0001140361-24-034055	1665332	Class D Common Stock			F2				F2		F2	Class A Common Stock		911324.0								I		See Footnotes	F9, F16, F17
0001140361-24-034055	1665331	Class D Common Stock			F2				F2		F2	Class A Common Stock		1877656.0								I		See Footnotes	F8, F17, F16
0001140361-24-034055	1665330	Class D Common Stock			F2				F2		F2	Class A Common Stock		104415.0								I		See Footnotes	F17, F16, F7, F6
0001140361-24-034055	1665329	Class D Common Stock			F2				F2		F2	Class A Common Stock		3923236.0								I		See Footnotes	F5, F17, F16, F7
0001140361-24-034055	1665328	Class D Common Stock			F2				F2		F2	Class A Common Stock		31550215.0								I		See Footnotes	F17, F4, F16, F7
0001140361-24-034055	1665327	Common Units			F1				F1		F1	Class D Common Stock	F2	55088485.0								I		See Footnotes	F17, F3, F16, F7
0001140361-24-034054	1665397	Class D Common Stock			F2				F2		F2	Class A Common Stock		3923236.0								I		See Footnotes	F5, F17, F16, F7
0001140361-24-034054	1665396	Class D Common Stock			F2				F2		F2	Class A Common Stock		31550215.0								I		See Footnotes	F17, F4, F16, F7
0001140361-24-034054	1665395	Common Units			F1				F1		F1	Class D Common Stock	F2	55088485.0								I		See Footnotes	F17, F3, F16, F7
0001140361-24-034054	1665398	Class D Common Stock			F2				F2		F2	Class A Common Stock		104415.0								I		See Footnotes	F17, F16, F7, F6
0001140361-24-034054	1665399	Class D Common Stock			F2				F2		F2	Class A Common Stock		1877656.0								I		See Footnotes	F8, F17, F16
0001140361-24-034054	1665405	Class D Common Stock			F2				F2		F2	Class A Common Stock		1367034.0								I		See Footnotes	F16, F17, F15
0001140361-24-034054	1665401	Class D Common Stock			F2				F2		F2	Class A Common Stock		6379265.0								I		See Footnotes	F10, F16, F17
0001140361-24-034054	1665402	Class D Common Stock			F2				F2		F2	Class A Common Stock		8571639.0								I		See Footnotes	F17, F16, F13, F11
0001140361-24-034054	1665403	Class D Common Stock			F2				F2		F2	Class A Common Stock		1284616.0								I		See Footnotes	F17, F12, F13, F16
0001140361-24-034054	1665404	Class D Common Stock			F2				F2		F2	Class A Common Stock		2642933.0								I		See Footnotes	F14, F16, F17
0001140361-24-034054	1665400	Class D Common Stock			F2				F2		F2	Class A Common Stock		911324.0								I		See Footnotes	F9, F16, F17
0001437749-24-023392	1665353	Restricted Stock Units			F2				F1		F1	Common stock		25000.0								D			
0001415889-24-020089	1665309	Class D Common Stock		0.0					F7		F7	Class A Common Stock		790279.0								I		Hohenstein Purple Elephant 2019 Irrevocable Grantor Trust(	F5
0001415889-24-020089	1665303	Stock Option (right to buy)		10.65					F1	04-DEC-2031		Class A Common Stock		189210.0								D			
0001415889-24-020089	1665304	Stock Option (right to buy)		10.65					F2	05-MAR-2033		Class A Common Stock		508508.0								D			
0001415889-24-020089	1665305	Stock Option (right to buy)		14.51					F3	10-MAR-2034		Class A Common Stock		460322.0								D			
0001415889-24-020089	1665306	Common Units		0.0					F4		F4	Class A Common Stock		464002.0								I		CaitRyan. LLC	F5
0001415889-24-020089	1665307	Stock Option (right to buy)		20.0					F6	22-JUL-2034		Class A Common Stock		159806.0								D			
0001415889-24-020089	1665308	Class D Common Stock		0.0					F7		F7	Class A Common Stock		790279.0								D			
0001415889-24-020087	1665449	Class D Common Stock		0.0					F3		F3	Class A Common Stock		2126214.0								I		Eric M. Davidson Trust dated March 9, 2007	F1
0001415889-24-020087	1665452	Class D Common Stock		0.0					F3		F3	Class A Common Stock		1148557.0								I		Paul J. Brent, Trustee of the Owen R. Davidson Irrevocable Trust dated December 31, 2019	F2
0001415889-24-020087	1665451	Class D Common Stock		0.0					F3		F3	Class A Common Stock		1148557.0								I		Paul J. Brent, Trustee of the Molly K. Davidson Irrevocable Trust dated December 31, 2019	F2
0001415889-24-020087	1665450	Class D Common Stock		0.0					F3		F3	Class A Common Stock		1148557.0								I		Paul J. Brent, Trustee of the John P. Davidson Irrevocable Trust dated December 31, 2019	F2
0001415889-24-020085	1665436	Stock Option (right to buy)		5.99					F2	02-MAR-2031		Class A Common Stock		71429.0								D			
0001415889-24-020085	1665437	Stock Option (right to buy)		10.65					F3	04-DEC-2031		Class A Common Stock		68871.0								D			
0001415889-24-020085	1665438	Stock Option (right to buy)		10.65					F4	05-MAR-2033		Class A Common Stock		55000.0								D			
0001415889-24-020085	1665439	Stock Option (right to buy)		14.51					F5	10-MAR-2034		Class A Common Stock		53250.0								D			
0001415889-24-020085	1665444	Class D Common Stock		0.0					F9		F9	Class A Common Stock		213626.0								I		The Fugere Grantor Retained Annuity Trust 2	F1
0001415889-24-020085	1665441	Stock Option (right to buy)		20.0					F8	22-JUL-2034		Class A Common Stock		102580.0								D			
0001415889-24-020085	1665442	Class D Common Stock		0.0					F9		F9	Class A Common Stock		896045.0								D			
0001415889-24-020085	1665443	Class D Common Stock		0.0					F9		F9	Class A Common Stock		213626.0								I		The Fugere Grantor Retained Annuity Trust 1	F1
0001415889-24-020085	1665440	Common Units		0.0					F6		F6	Class A Common Stock		338913.0								I		Fugere Holding LLC	F7
0001415889-24-020083	1665461	Stock Option (right to buy)		5.99					F1	02-MAR-2031		Class A Common Stock		32143.0								D			
0001415889-24-020083	1665463	Class D Common Stock		0.0					F2		F2	Class A Common Stock		418875.0								I		Terrance W. Shea Irrevocable Trust dated June 14, 2024	F3
0001415889-24-020083	1665462	Class D Common Stock		0.0					F2		F2	Class A Common Stock		1493660.0								D			
0001415889-24-020081	1665310	Stock Option (right to buy)		5.99					F3	02-MAR-2031		Class A Common Stock		32143.0								D			
0001415889-24-020081	1665311	Stock Option (right to buy)		14.51					F4	11-MAR-2034		Class A Common Stock		20000.0								D			
0001415889-24-020081	1665315	Class D Common Stock		0.0					F5		F5	Class A Common Stock		1326439.0								I		Von Allmen Family Trust dated December 27, 2019	F2
0001415889-24-020081	1665313	Class D Common Stock		0.0					F5		F5	Class A Common Stock		497414.0								I		2021 Von Allmen Family Trust	F1
0001415889-24-020081	1665314	Class D Common Stock		0.0					F5		F5	Class A Common Stock		132643.0								I		Von Allmen 2021 Irrevocable Trust	F1
0001415889-24-020081	1665312	Class D Common Stock		0.0					F5		F5	Class A Common Stock		696380.0								D			
0001415889-24-020079	1665424	Stock Option (right to buy)		10.65					F1	04-DEC-2031		Class A Common Stock		206612.0								D			
0001415889-24-020079	1665425	Stock Option (right to buy)		10.65					F2	05-MAR-2033		Class A Common Stock		242780.0								D			
0001415889-24-020079	1665426	Stock Option (right to buy)		14.51					F3	10-MAR-2034		Class A Common Stock		272908.0								D			
0001415889-24-020079	1665430	Class D Common Stock		0.0					F7		F7	Class A Common Stock		2094379.0								I		Powers 2020 Gift Trust	F8
0001415889-24-020079	1665428	Stock Option (right to buy)		20.0					F6	22-JUL-2034		Class A Common Stock		57226.0								D			
0001415889-24-020079	1665429	Class D Common Stock		0.0					F7		F7	Class A Common Stock		11159490.0								D			
0001415889-24-020079	1665427	Common Units		0.0					F4		F4	Class A Common Stock		125088.0								I		Powers OS Holdings, Inc.	F5
0001415889-24-020071	1665320	Common Units		0.0					F1		F1	Class D Common Stock		559206.0								D			
0001415889-24-020071	1665322	Stock Option (right to buy)		20.0					F3	22-JUL-2034		Class A Common Stock		169257.0								D			
0001415889-24-020071	1665321	Stock Option (right to buy)		10.65					F2	21-FEB-2032		Class A Common Stock		50000.0								D			
0001415889-24-020069	1665469	Common Units		0.0					F1		F1	Class D Common Stock		423641.0								I		See footnote	F2
0001415889-24-020069	1665471	Stock Option (right to buy)		20.0					F4	22-JUL-2034		Class A Common Stock		128225.0								D			
0001415889-24-020069	1665470	Stock Option (right to buy)		10.65					F3	21-FEB-2032		Class A Common Stock		50000.0								D			
0001415889-24-020067	1665464	Common Units		0.0					F1		F1	Class A Common Stock		325233.0								D			
0001415889-24-020067	1665465	Common Units		0.0					F1		F1	Class A Common Stock		46079.0								I		See footnote	F2
0001415889-24-020067	1665468	Stock Option (right to buy)		20.0					F5	22-JUL-2034		Class A Common Stock		134913.0								D			
0001415889-24-020067	1665467	Stock Option (right to buy)		16.4					F4	21-JUN-2034		Class A Common Stock		50000.0								D			
0001415889-24-020067	1665466	Common Units		0.0					F1		F1	Class A Common Stock		46079.0								I		See footnote	F3
0001415889-24-020065	1665354	Stock Option (right to buy)		10.65					F2	04-DEC-2031		Class A Common Stock		309917.0								D			
0001415889-24-020065	1665355	Stock Option (right to buy)		10.65					F3	05-MAR-2033		Class A Common Stock		508753.0								D			
0001415889-24-020065	1665356	Stock Option (right to buy)		1451.0					F4	10-MAR-2034		Class A Common Stock		353390.0								D			
0001415889-24-020065	1665357	Common Units		0.0					F5		F5	Class D Common Stock		175125.0								I		See footnote	F6
0001415889-24-020065	1665362	Stock Option (right to buy)		20.0					F10	22-JUL-2034		Class A Common Stock		80116.0								D			
0001415889-24-020065	1665359	Class D Common Stock		0.0					F7		F7	Class A Common Stock		3353799.0								I		See footnote	F8
0001415889-24-020065	1665360	Class D Common Stock		0.0					F7		F7	Class A Common Stock		1675503.0								I		See footnote	F9
0001415889-24-020065	1665361	Class D Common Stock		0.0					F7		F7	Class A Common Stock		802007.0								I		See footnote	F1
0001415889-24-020065	1665358	Class D Common Stock		0.0					F7		F7	Class A Common Stock		6894697.0								D			
0001415889-24-020063	1665370	Stock Option (right to buy)		20.0					F9	22-JUL-2034		Class A Common Stock		148787.0								D			
0001415889-24-020063	1665363	Stock Option (right to buy)		10.65					F1	04-DEC-2031		Class A Common Stock		619835.0								D			
0001415889-24-020063	1665364	Stock Option (right to buy)		10.65					F2	05-MAR-2033		Class A Common Stock		654451.0								D			
0001415889-24-020063	1665369	Common Units		0.0					F7		F7	Class D Common Stock		325232.0								I		See footnote	F8
0001415889-24-020063	1665366	Class D Common Stock		0.0					F4		F4	Class A Common Stock		3553463.0								D			
0001415889-24-020063	1665367	Class D Common Stock		0.0					F4		F4	Class A Common Stock		7525803.0								I		See footnote	F5
0001415889-24-020063	1665368	Class D Common Stock		0.0					F4		F4	Class A Common Stock		5090738.0								I		See footnote	F6
0001415889-24-020063	1665365	Stock Option (right to buy)		14.51					F3	10-MAR-2034		Class A Common Stock		908169.0								D			
0001415889-24-020061	1665435	Stock Option (right to buy)		20.0					F2	22-JUL-2034		Class A Common Stock		134913.0								D			
0001415889-24-020061	1665434	Common Units		0.0					F1		F1	Class D Common Stock		417391.0								D			
0001415889-24-020059	1665341	Common Units		0.0					F1		F1	Class A Common Stock		1270924.0								I		See footnote	F2
0001415889-24-020059	1665342	Common Units		0.0					F1		F1	Class A Common Stock		175125.0								I		See footnote	F3
0001415889-24-020059	1665346	Stock Option (right to buy)		20.0					F7	22-JUL-2034		Class A Common Stock		232396.0								D			
0001415889-24-020059	1665344	Stock Option (right to buy)		10.65					F5	05-MAR-2033		Class A Common Stock		459450.0								D			
0001415889-24-020059	1665345	Stock Option (right to buy)		14.51					F6	10-MAR-2034		Class A Common Stock		443604.0								D			
0001415889-24-020059	1665343	Stock Option (right to buy)		10.65					F4	04-DEC-2031		Class A Common Stock		275481.0								D			
0001854401-24-000079	1665423	Class A Units			F4				F4		F4	Class A Common Stock		206604.0				206604.0				D			
0001854401-24-000077	1665460	Class A Units			F6				F6		F6	Class A Common Stock		33635780.0				33635780.0				I		By FLM Holdings, LLC	F5
0001854401-24-000077	1665459	Class A Units			F6				F6		F6	Class A Common Stock		1450996.0				1450996.0				I		By Family Trusts	F4
0001854401-24-000075	1665453	Class A Units			F7				F7		F7	Class A Common Stock		2374838.0				2374838.0				I		By SF Intentional Irrevocable Trust Dated December 30, 2019	F4
0001854401-24-000075	1665455	Class A Units			F7				F7		F7	Class A Common Stock		320490.0				320490.0				I		By Slager Family Limited Partnership	F6
0001854401-24-000075	1665454	Class A Units			F7				F7		F7	Class A Common Stock		3468512.0				3468512.0				I		By J.P. Slager, LLC	F5
0001854401-24-000073	1665323	Class A Units			F7				F7		F7	Class A Common Stock		6303811.0				6303811.0				D		The Dean Allara Family Legacy Trust dtd December 20, 2021	F4
0001854401-24-000073	1665324	Class A Units			F7				F7		F7	Class A Common Stock		500000.0				500000.0				I		By Rockridge Investments, LLC	F5
0001854401-24-000073	1665326	Class A Units			F7				F7		F7	Class A Common Stock		500000.0				500000.0				I			
0001854401-24-000073	1665325	Class A Units			F7				F7		F7	Class A Common Stock		558632.0				558632.0				I		The Stacey Allara Family Legacy Trust dtd December 20, 2021	F6
0001854401-24-000071	1665420	Class A Units			F4				F4		F4	Class A Common Stock		1460950.0				1460950.0				I		By The O'Farrell Irrevocable Trust	
0001854401-24-000071	1665419	Class A Units			F4				F4		F4	Class A Common Stock		1465749.0				1465749.0				I		By Adam B. O'Farrell and Tracy K. O'Farrell Trust dtd May 9, 2019	
0000950170-24-086196	1665390	Class A Units			F12				F12		F12	Class A Common Stock		14940000.0				14940000.0				I		ECG II SPE, LLC	
0000950170-24-086196	1665389	Class A Units			F11				F11		F11	Class A Common Stock		14792526.0				14792526.0				I		Ernest C. Garcia III Multi-Generational Trust III	
0000950170-24-086196	1665388	Class A Units			F10				F10		F10	Class A Common Stock		51802896.0				51802896.0				D		Ernest Irrevocable 2004 Trust III	
0000950170-24-086196	1665391	Class A Units			F13				F13		F13	Class A Common Stock		10000000.0				10000000.0				I			
0001214659-24-012935	1665316	Option to purchase		60.15					F3	20-NOV-2029		Common stock		2000.0				2000.0				D			
0001214659-24-012935	1665319	Option to purchase		53.22					F7	15-NOV-2033		Common stock		2000.0				9000.0				D			
0001214659-24-012935	1665318	Option to purchase		61.55					F6	16-NOV-2032		Common stock		2000.0				7000.0				D			
0001214659-24-012935	1665317	Option to purchase		57.98					F5	17-NOV-2031		Common stock		2000.0				5000.0				D			
0001062993-24-014054	1665392	Series A Preferred Stock		11.5					F3		F3	Class A Common Stock		869565.0				1000000.0				I		GAT Funding, LLC	F2
0001062993-24-014054	1665393	Warrant (right to buy)		1.24				27-FEB-2024		27-FEB-2026		Class A Common Stock		500000.0				500000.0				I		GAT Funding, LLC	F2
0001062993-24-014054	1665394	Warrant (right to buy)		3.04				23-MAY-2024		27-FEB-2026		Class A Common Stock		250000.0				250000.0				I		GAT Funding, LLC	F2
0000897069-24-001560	1665432	Stock Option (right to buy)		1.82					F3	04-AUG-2028		Common Stock		9714.0				9714.0				D			
0001437749-24-023357	1665475	Performance Stock Units		0.0					F5		F2	Performance Stock Units		12332.0				12332.0				D			
0001437749-24-023357	1665474	Restricted Stock Units		0.0					F4		F2	Restricted Stock Units		8221.0				8221.0				D			
0001437749-24-023357	1665473	Restricted Stock Units		0.0					F3		F2	Restricted Stock Units		3294.0				3294.0				D			
0000897069-24-001556	1665422	Stock Option (right to buy)		1.82					F3	04-AUG-2028		Common Stock		9714.0				9714.0				D			
0000897069-24-001550	1665456	Stock Option (right to buy)		1.82					F3	04-AUG-2028		Common Stock		9714.0				9714.0				D			
0001493152-24-028921	1665340	Warrants		2.93				03-NOV-2023		02-NOV-2025		Common Shares		12820.0								I		Break Point Ventures Ltd.	F2
0001493152-24-028921	1665339	Stock Options	F1	3.6					F1	14-JUN-2026		Common Shares		157136.0								I		Break Point Ventures Ltd.	F2
0001415889-24-020030	1665338	Deferred Compensation-Phantom Units			F3				F1		F1	Common Stock		4032.0	F2							D			
0001415889-24-020029	1665448	Class B Common Stock			F1				F1		F1	Class A Common Stock		601328.0				601328.0				I		See footnote	F6
0001415889-24-020029	1665447	Class B Common Stock			F1				F1		F1	Class A Common Stock		2057036.0				2057036.0				I		See footnote	F5
0001415889-24-020029	1665446	Class B Common Stock			F1				F1		F1	Class A Common Stock		480916.0				480916.0				D			
0001415889-24-020027	1665457	Deferred Compensation-Phantom Units			F3				F1		F1	Common Stock		4032.0	F2							D			
0001415889-24-020026	1665472	Deferred Compensation-Phantom Units			F3				F1		F1	Common Stock		39509.0	F2							D			
0001104659-24-082317	1665239	Stock Option		0.5					F2	17-JUL-2025		Class F Common Stock		25000.0								D			
0001104659-24-082317	1665240	Stock Option		0.82					F2	10-AUG-2026		Class F Common Stock		28000.0								D			
0001104659-24-082317	1665241	Stock Option		0.32					F2	06-JUN-2028		Class F Common Stock		1018.0								D			
0001104659-24-082317	1665242	Stock Option		0.32					F2	14-DEC-2028		Class F Common Stock		20000.0								D			
0001104659-24-082317	1665248	Stock Option		14.18					F6	20-OCT-2033		Class C Common Stock		16525.0								D			
0001104659-24-082317	1665244	Stock Option		3.42					F2	16-MAR-2031		Class F Common Stock		11718.0								D			
0001104659-24-082317	1665245	Stock Option		8.63					F3	03-SEP-2031		Class F Common Stock		50035.0								D			
0001104659-24-082317	1665246	Stock Option		11.95					F4	02-DEC-2032		Class F Common Stock		7179.0								D			
0001104659-24-082317	1665247	Stock Option		14.18					F5	20-APR-2033		Class F Common Stock		66496.0								D			
0001104659-24-082317	1665243	Stock Option		0.32					F2	20-JUL-2030		Class F Common Stock		101250.0	F7							D			
0001096906-24-001581	1665281	Contractual Right to Acquire			F1				F1	31-JUL-2024		Common Stock		40000000.0								D			
0001096906-24-001581	1665283	Stock Options (right to buy)		0.43					F3	12-JUN-2034		Common Stock		250000.0								D			
0001096906-24-001581	1665282	Contractual Right to Acquire		0.2					F2	15-JUL-2024		Common Stock		5000000.0								D			
0001127602-24-020917	1665273	Class B Common Stock		0.0	F3				F3		F3	Class A Common Stock		415200.0				173.0				I		Susan Hagen Non-Exempt Marital Irrev	F1
0001127602-24-020917	1665274	Class B Common Stock		0.0	F3				F3		F3	Class A Common Stock		28800.0				12.0				I			
0001127602-24-020917	1665272	Class B Common Stock		0.0	F3				F3		F3	Class A Common Stock		9600.0				4.0				D		Family L.P.	F2
0001127602-24-020916	1665270	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		2808000.0	F2			1170.0	F2			I			
0001127602-24-020916	1665267	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		2400.0	F2			1.0	F2			D		Contingent Beneficiary & Co-Trustee, Trust	
0001127602-24-020916	1665268	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		1404000.0	F2			585.0	F2			I		Contingent Beneficiary & Co-Trustee, Trust	
0001127602-24-020916	1665269	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		1404000.0	F2			585.0	F2			I		Primary Beneficiary & Co-Trustee, Trust	
0001104659-24-082229	1665228	Stock Option		0.32					F6	25-OCT-2027		Class F Common Stock		3500.0								I			
0001104659-24-082229	1665227	Stock Option		14.18					F5	20-OCT-2033		Class C Common Stock		25549.0								D			
0001104659-24-082229	1665226	Stock Option		8.9					F4	02-NOV-2031		Class F Common Stock		7000.0								D			
0001104659-24-082229	1665224	Stock Option		0.32					F3	06-JUN-2028		Class F Common Stock		41481.0								D		See Footnote	F6
0001104659-24-082229	1665225	Stock Option		3.42					F3	16-MAR-2031		Class F Common Stock		13158.0								D			
0001104659-24-082227	1665285	Stock Option		14.18					F2	20-APR-2033		Class F Common Stock		53880.0								D			
0001104659-24-082227	1665286	Stock Option		14.18					F3	20-APR-2033		Class F Common Stock		200000.0								D			
0001104659-24-082227	1665287	Stock Option		14.18					F4	20-OCT-2033		Class C Common Stock		22924.0								D			
0001104659-24-082227	1665284	Stock Option		8.63					F1	03-AUG-2031		Class F Common Stock		100000.0								D			
0001104659-24-082225	1665301	Stock Option		14.18					F4	20-APR-2033		Class F Common Stock		5000.0								D			
0001104659-24-082225	1665302	Stock Option		14.18					F5	20-OCT-2033		Class C Common Stock		16730.0								D			
0001104659-24-082225	1665300	Stock Option		11.95					F3	02-AUG-2032		Class F Common Stock		3485.0								D			
0001104659-24-082225	1665299	Stock Option		11.95					F2	22-JUL-2032		Class F Common Stock		10000.0								D			
0001104659-24-082225	1665298	Stock Option		8.63					F1	03-AUG-2031		Class F Common Stock		30000.0								D			
0001104659-24-082224	1665233	Stock Option		14.18					F5	20-OCT-2033		Class C Common Stock		28021.0								D			
0001104659-24-082224	1665232	Stock Option		14.18					F4	20-APR-2033		Class F Common Stock		2500.0								D			
0001104659-24-082224	1665231	Stock Option		11.95					F3	02-DEC-2032		Class F Common Stock		17158.0								D			
0001104659-24-082224	1665229	Stock Option		8.9					F1	02-NOV-2031		Class F Common Stock		8000.0								D			
0001104659-24-082224	1665230	Stock Option		11.95					F2	22-JUL-2032		Class F Common Stock		10000.0								D			
0001104659-24-082223	1665236	Stock Option		11.95					F3	02-DEC-2032		Class F Common Stock		9800.0								D			
0001104659-24-082223	1665237	Stock Option		14.18					F4	20-APR-2033		Class F Common Stock		47736.0								D			
0001104659-24-082223	1665238	Stock Option		14.18					F5	20-OCT-2033		Class C Common Stock		16259.0								D			
0001104659-24-082223	1665235	Stock Option		8.63					F2	03-SEP-2031		Class F Common Stock		65907.0								D			
0001104659-24-082223	1665234	Stock Option		3.42					F1	16-MAR-2031		Class F Common Stock		11864.0								D			
0001104659-24-082221	1665249	Stock Option		0.5					F2	17-JUL-2025		Class F Common Stock		25000.0								D			
0001104659-24-082221	1665258	Stock Option		14.18					F6	20-OCT-2033		Class C Common Stock		16525.0								D			
0001104659-24-082221	1665257	Stock Option		14.18					F5	20-APR-2033		Class F Common Stock		66496.0								D			
0001104659-24-082221	1665250	Stock Option		0.82					F2	10-AUG-2026		Class F Common Stock		28000.0								D			
0001104659-24-082221	1665255	Stock Option		8.63					F3	03-SEP-2031		Class F Common Stock		50035.0								D			
0001104659-24-082221	1665256	Stock Option		11.95					F4	02-DEC-2032		Class F Common Stock		7179.0								D			
0001104659-24-082221	1665254	Stock Option		3.42					F2	16-MAR-2031		Class F Common Stock		11718.0								D			
0001104659-24-082221	1665253	Stock Option		0.32					F2	20-JUL-2030		Class F Common Stock		101205.0								D			
0001104659-24-082221	1665252	Stock Option		0.32					F2	14-DEC-2028		Class F Common Stock		20000.0								D			
0001104659-24-082221	1665251	Stock Option		0.32					F2	06-JUN-2028		Class F Common Stock		1018.0								D			
0001437749-24-023321	1665266	Stock Options		22.12				16-FEB-2025		16-FEB-2034		Common Stock		4480.0	F3							D			
0001104659-24-082220	1665278	Stock Option		3.42					F3	16-MAR-2031		Class F Common Stock		13158.0								D			
0001104659-24-082220	1665277	Stock Option		0.32					F3	17-JUN-2029		Class F Common Stock		2600.0								D			
0001104659-24-082220	1665276	Stock Option		0.32					F3	06-JUN-2028		Class F Common Stock		35555.0								D			
0001104659-24-082220	1665275	Stock Option		0.32					F3	25-OCT-2027		Class F Common Stock		3500.0								D			
0001104659-24-082220	1665279	Stock Option		8.9					F4	02-NOV-2031		Class F Common Stock		7000.0								D			
0001104659-24-082220	1665280	Stock Option		14.18					F5	20-OCT-2023		Class C Common Stock		25448.0								D			
0001127602-24-020913	1665265	Employee Stock Option (Right to Buy)		36.77					F12	12-MAY-2031		Common Stock		500.0								D			
0001127602-24-020913	1665264	Employee Stock Option (Right to Buy)		21.99					F11	12-MAR-2030		Common Stock		500.0								D			
0001127602-24-020913	1665263	Employee Stock Option (Right to Buy)		35.85					F10	23-MAY-2029		Common Stock		500.0								D			
0001127602-24-020913	1665262	Employee Stock Option (Right to Buy)		45.12					F9	23-MAY-2028		Common Stock		500.0								D			
0001127602-24-020913	1665261	Employee Stock Option (Right to Buy)		35.26					F8	12-MAY-2027		Common Stock		400.0								D			
