ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001415889-24-022380	1668632	Stock Option		25.79				25-AUG-2024	F8	25-AUG-2033		Common Stock		7000.0				7000.0				D			
0001415889-24-022380	1668630	Stock Option		24.0				25-AUG-2022	F6	25-AUG-2031		Common Stock		10000.0				10000.0				D			
0001415889-24-022380	1668631	Stock Option		28.83				25-AUG-2023	F7	25-AUG-2032		Common Stock		7000.0				7000.0				D			
0001415889-24-022380	1668629	Stock Option		18.0				26-AUG-2021	F5	26-AUG-2030		Common Stock		10000.0				10000.0				D			
0001415889-24-022366	1668404	Class B Common Stock			F1				F1		F1	Class A Common Stock		500500.0				500500.0	F2			I		See footnote	F3
0001726978-24-000084	1668482	LLC Units in Goosehead Financial, LLC		0.0					F3		F3	Class A Common Stock		9572497.0				9572497.0				I			
0001726978-24-000084	1668481	LLC Units in Goosehead Financial, LLC		0.0					F3		F3	Class A Common Stock		132349.0				132349.0				D	F1	By Trust	F2
0001563190-24-000150	1668423	Class C Common Stock			F4				F4		F4	Class A Common Stock		4125000.0				4125000.0				I		See footnote	F7
0000950170-24-101201	1668587	Stock Option Grant		17.31					F17	22-DEC-2033		Common Stock		8660.0				8660.0				D			
0000950170-24-101201	1668588	Stock Option Grant		17.31					F20	22-DEC-2033		Common Stock		8660.0				8660.0				D			
0000950170-24-101201	1668572	Restricted Stock Unit Grant			F2				F3	01-JAN-2025		Common Stock		1475.0				1475.0				D			
0000950170-24-101201	1668573	Restricted Stock Unit Grant			F2				F5	01-OCT-2024		Common Stock		10000.0				10000.0				D			
0000950170-24-101201	1668574	Restricted Stock Unit Grant			F2				F6	01-JAN-2026		Common Stock		3490.0				3490.0				D			
0000950170-24-101201	1668575	Restricted Stock Unit Grant			F2				F7	01-JAN-2027		Common Stock		7766.0				7766.0				D			
0000950170-24-101201	1668576	Restricted Stock Unit Grant			F2				F8	01-JAN-2026		Common Stock		6980.0				6980.0				D			
0000950170-24-101201	1668577	Restricted Stock Unit Grant			F2				F9	01-JAN-2026		Common Stock		10355.0				10355.0				D			
0000950170-24-101201	1668578	Restricted Stock Unit Grant			F2				F10	01-JAN-2028		Common Stock		10710.0				10710.0				D			
0000950170-24-101201	1668579	Restricted Stock Unit Grant			F2				F9	01-JAN-2027		Common Stock		10710.0				10710.0				D			
0000950170-24-101201	1668580	Stock Option Grant		10.3					F11	02-FEB-2027		Common Stock		1054.0				1054.0				D			
0000950170-24-101201	1668581	Stock Option Grant		10.3					F12	02-FEB-2027		Common Stock		1850.0				1850.0				D			
0000950170-24-101201	1668586	Stock Option Grant		14.0					F17	23-DEC-2032		Common Stock		8320.0				8320.0				D			
0000950170-24-101201	1668585	Stock Option Grant		22.2					F18	07-DEC-2031		Common Stock		6190.0				6190.0				D			
0000950170-24-101201	1668584	Stock Option Grant		22.2					F4	07-DEC-2031		Common Stock		6190.0				6190.0				D			
0000950170-24-101201	1668582	Stock Option Grant		6.11					F13	04-DEC-2028		Common Stock		1344.0				1344.0				D			
0000950170-24-101201	1668583	Stock Option Grant		6.69					F14	03-DEC-2029		Common Stock		2538.0				2538.0				D			
0000950170-24-101199	1668454	Stock Option Grant		17.31					F12	22-DEC-2033		Common Stock		14430.0				14430.0				D			
0000950170-24-101199	1668452	Restricted Stock Unit Grant			F7				F8	01-JAN-2027		Common Stock		17850.0				17850.0				D			
0000950170-24-101199	1668451	Resticted Stock Unit Grant			F7				F11	01-JAN-2028		Common Stock		17850.0				17850.0				D			
0000950170-24-101199	1668441	Restricted Stock Unit Grant			F7				F1	01-JAN-2025		Common Stock		2175.0				2175.0				D			
0000950170-24-101199	1668442	Stock Option Grant		9.46					F3	01-DEC-2030		Common Stock		581.0				581.0				D			
0000950170-24-101199	1668443	Stock Option Grant		22.2					F2	07-DEC-2031		Common Stock		12380.0				12380.0				D			
0000950170-24-101199	1668453	Stock Option Grant		17.31					F2	22-DEC-2033		Common Stock		14430.0				14430.0				D			
0000950170-24-101199	1668445	Restricted Stock Unit Grant			F7				F5	01-JAN-2026		Common Stock		13960.0				13960.0				D			
0000950170-24-101199	1668446	Restricted Stock Unit Grant			F7				F6	01-JAN-2026		Common Stock		6980.0				6980.0				D			
0000950170-24-101199	1668447	Restricted Stock Unit Grant			F7				F8	01-JAN-2026		Common Stock		13980.0				13980.0				D			
0000950170-24-101199	1668448	Resticted Stock Unit			F7				F9	01-JAN-2027		Common Stock		10485.0				10485.0				D			
0000950170-24-101199	1668449	Stock Option Grant		14.0					F2	23-DEC-2032		Common Stock		11230.0				11230.0				D			
0000950170-24-101199	1668450	Stock Option Grant		14.0					F10	23-DEC-2032		Common Stock		11230.0				11230.0				D			
0000950170-24-101199	1668444	Stock Option Grant		22.2					F4	07-DEC-2031		Common Stock		12380.0				12380.0				D			
0000950170-24-101196	1668389	Stock Option Grant		9.46					F1	01-DEC-2030		Common Stock		4443.0				4443.0				D			
0000950170-24-101196	1668390	Stock Option Grant		22.2					F3	07-DEC-2031		Common Stock		7740.0				7740.0				D			
0000950170-24-101196	1668391	Stock Option Grant		22.2					F4	07-DEC-2031		Common Stock		7740.0				7740.0				D			
0000950170-24-101196	1668392	Restricted Stock Unit Grant			F5				F6	01-JAN-2026		Common Stock		6540.0				6540.0				D			
0000950170-24-101196	1668393	Restricted Stock Unit Grant			F5				F7	01-JAN-2026		Common Stock		6540.0				6540.0				D			
0000950170-24-101196	1668394	Stock Option Grant		14.0					F8	23-DEC-2032		Common Stock		10405.0				10405.0				D			
0000950170-24-101196	1668395	Stock Option Grant		14.0					F9	23-DEC-2032		Common Stock		10405.0				10405.0				D			
0000950170-24-101196	1668396	Restrcited Stock Unit Grant			F5				F10	01-JAN-2027		Common Stock		9712.0				9712.0				D			
0000950170-24-101196	1668397	Restricted Stock Unit Grant			F5				F8	01-JAN-2026		Common Stock		12950.0				12950.0				D			
0000950170-24-101196	1668398	Restricted Stock Unit Grant			F5				F11	01-JAN-2027		Common Stock		14630.0				14630.0				D			
0000950170-24-101196	1668399	Restricted Stock Unit Grant			F5				F12	01-JAN-2028		Common Stock		14630.0				14630.0				D			
0000950170-24-101196	1668400	Stock Option Grant		17.31					F8	22-DEC-2033		Common Stock		11825.0				11825.0				D			
0000950170-24-101196	1668401	Stock Option Grant		17.31					F13	22-DEC-2033		Common Stock		11825.0				11825.0				D			
0000950170-24-101196	1668388	Restricted Stock Unit Grant			F5				F2	01-JAN-2025		Common Stock		1912.0				1912.0				D			
0000950170-24-101179	1668477	Class A Units			F13				F13		F13	Class A Common Stock		14792526.0				14792526.0				I		Ernest Irrevocable 2004 Trust III	
0000950170-24-101179	1668478	Class A Units			F14				F14		F14	Class A Common Stock		14940000.0				14940000.0				I		Ernest C. Garcia III Multi-Generational Trust III	
0000950170-24-101179	1668479	Class A Units			F15				F15		F15	Class A Common Stock		10000000.0				10000000.0				I		ECG II SPE, LLC	
0000950170-24-101173	1668546	Partnership Common Units			F8				F8		F8	Common Stock		21020.0				21020.0				I	F3	By KPM Cold Storage	
0000950170-24-101173	1668547	Partnership Common Units			F8				F8		F8	Common Stock		21015.0				21015.0				I	F4	By AF Cold Promote Holdings	
0001225208-24-008258	1668475	Stock Option (Right-to-Buy)		149.72				03-APR-2020		03-APR-2027		Common		15630.0				15630.0				D			
0001225208-24-008258	1668474	Stock Option (Right-to-Buy)		142.12				06-APR-2023		06-APR-2030		Common		24510.0				24510.0				D			
0001225208-24-008258	1668476	Stock Option (Right-to-Buy)		166.18				16-OCT-2022		16-OCT-2029		Common		9250.0				9250.0				D			
0001104659-24-093521	1668471	Warrant		2.0					F1	07-AUG-2029		Common Stock		2750000.0								I		See footnote	F3
0001104659-24-093521	1668470	Convertible promissory note		2.0					F1	07-FEB-2027		Common Stock		1375000.0								I		See footnote	F3
0001104659-24-093521	1668472	Option to buy			F2				F2	07-AUG-2026		Common Stock		2083333.0								I		See footnote	F3
0001415889-24-022343	1668383	Stock Option		23.38				14-AUG-2020	F3	14-AUG-2029		Common Stock		3500.0				3500.0				D			
0001415889-24-022343	1668382	Stock Option		37.22				23-AUG-2019	F2	23-AUG-2028		Common Stock		2000.0				2000.0				D			
0001415889-24-022343	1668381	Stock Option		27.94				25-AUG-2018	F1	25-AUG-2027		Common Stock		3500.0				3500.0				D			
0001415889-24-022343	1668384	Stock Option		18.0				26-AUG-2021	F4	26-AUG-2030		Common Stock		3500.0				3500.0				D			
0001415889-24-022343	1668385	Stock Option		24.0				25-AUG-2022	F5	25-AUG-2031		Common Stock		3500.0				3500.0				D			
0001415889-24-022343	1668386	Stock Option		28.83				25-AUG-2023	F6	25-AUG-2032		Common Stock		3500.0				3500.0				D			
0001415889-24-022343	1668387	Stock Option		25.79				25-AUG-2024	F7	25-AUG-2033		Common Stock		3500.0				3500.0				D			
0001415889-24-022341	1668459	Stock Option		24.0				25-AUG-2022	F5	25-AUG-2031		Common Stock		3500.0				3500.0				D			
0001415889-24-022341	1668460	Stock Option		28.83				25-AUG-2023		25-AUG-2032		Common Stock		3500.0				3500.0				D			
0001415889-24-022341	1668461	Stock Option		25.79				25-AUG-2024	F6	25-AUG-2033		Common Stock		3500.0				3500.0				D			
0001415889-24-022341	1668458	Stock Option		18.0				26-AUG-2021	F4	26-AUG-2030		Common Stock		3500.0				3500.0				D			
0001415889-24-022341	1668455	Stock Option		27.94				25-AUG-2018	F1	25-AUG-2027		Common Stock		2800.0				2800.0				D			
0001415889-24-022341	1668456	Stock Option		37.22				23-AUG-2019	F2	23-AUG-2028		Common Stock		2000.0				2000.0				D			
0001415889-24-022341	1668457	Stock Option		23.38				14-AUG-2020	F3	14-AUG-2029		Common Stock		3500.0				3500.0				D			
0001415889-24-022339	1668507	Stock Option		25.79				25-AUG-2024	F7	25-AUG-2033		Common Stock		3500.0				3500.0				D			
0001415889-24-022339	1668506	Stock Option		28.83				25-AUG-2023	F6	25-AUG-2032		Common Stock		3500.0				3500.0				D			
0001415889-24-022339	1668505	Stock Option		24.0				25-AUG-2022	F5	25-AUG-2031		Common Stock		3500.0				3500.0				D			
0001415889-24-022339	1668502	Stock Option		37.22				23-AUG-2019	F2	23-AUG-2028		Common Stock		2000.0				2000.0				D			
0001415889-24-022339	1668503	Stock Option		23.38				14-AUG-2020	F3	14-AUG-2029		Common Stock		3500.0				3500.0				D			
0001415889-24-022339	1668504	Stock Option		18.0				26-AUG-2021	F4	26-AUG-2030		Common Stock		3500.0				3500.0				D			
0001415889-24-022339	1668501	Stock Option		27.94				25-AUG-2018	F1	25-AUG-2027		Common Stock		3500.0				3500.0				D			
0001415889-24-022337	1668496	Stock Option		23.38				14-AUG-2020	F3	14-AUG-2029		Common Stock		3500.0				3500.0				D			
0001415889-24-022337	1668500	Stock Option		25.79				25-AUG-2024	F7	25-AUG-2033		Common Stock		3500.0				3500.0				D			
0001415889-24-022337	1668499	Stock Option		28.83				25-AUG-2023	F6	25-AUG-2032		Common Stock		3500.0				3500.0				D			
0001415889-24-022337	1668498	Stock Option		24.0				25-AUG-2022	F5	25-AUG-2031		Common Stock		3500.0				3500.0				D			
0001415889-24-022337	1668497	Stock Option		18.0				26-AUG-2021	F4	26-AUG-2030		Common Stock		3500.0				3500.0				D			
0001415889-24-022337	1668495	Stock Option		37.22				23-AUG-2019	F2	23-AUG-2028		Common Stock		2000.0				2000.0				D			
0001415889-24-022337	1668494	Stock Option		27.94				25-AUG-2018	F1	25-AUG-2027		Common Stock		3500.0				3500.0				D			
0001415889-24-022334	1668604	Stock Option		27.94				25-AUG-2018	F2	25-AUG-2027		Common Stock		3500.0				3500.0				D			
0001415889-24-022334	1668610	Stock Option		25.79				25-AUG-2024	F8	25-AUG-2033		Common Stock		3500.0				3500.0				D			
0001415889-24-022334	1668609	Stock Option		28.83				25-AUG-2023	F7	25-AUG-2032		Common Stock		3500.0				3500.0				D			
0001415889-24-022334	1668606	Stock Option		23.38				14-AUG-2020	F4	14-AUG-2029		Common Stock		3500.0				3500.0				D			
0001415889-24-022334	1668608	Stock Option		24.0				25-AUG-2022	F6	25-AUG-2031		Common Stock		3500.0				3500.0				D			
0001415889-24-022334	1668605	Stock Option		37.22				23-AUG-2019	F3	23-AUG-2028		Common Stock		2000.0				2000.0				D			
0001415889-24-022334	1668607	Stock Option		18.0				26-AUG-2021	F5	26-AUG-2030		Common Stock		3500.0				3500.0				D			
0001828962-24-000110	1668611	Class B Common Stock			F2				F2		F2	Class A Common Stock		1535105.0				1535105.0				I		See footnote	F3
0001828962-24-000110	1668614	Class B Common Stock			F2				F2		F2	Class A Common Stock		627745.0				627745.0				I		See footnote	F6
0001828962-24-000110	1668613	Class B Common Stock			F2				F2		F2	Class A Common Stock		456839.0				456839.0				I		See footnote	F5
0001828962-24-000110	1668612	Class B Common Stock			F2				F2		F2	Class A Common Stock		456839.0				456839.0				I		See footnote	F4
0001127602-24-023022	1668519	Performance Units			F6				F9		F9	Common Stock		1111.0				1111.0				D			
0001127602-24-023022	1668518	Performance Units			F6				F8		F8	Common Stock		1006.0				1006.0				D			
0001127602-24-023022	1668520	Performance Units			F6				F10		F10	Common Stock		1116.0				1116.0				D			
0001127602-24-023022	1668510	Stock Option (Right to Buy)		155.34					F4	13-FEB-2030		Common Stock		3500.0				3500.0				D			
0001127602-24-023022	1668517	Restricted Stock Units			F6			15-FEB-2027	F7	15-FEB-2027	F7	Common Stock		558.0				558.0				D			
0001127602-24-023022	1668516	Restricted Stock Units			F6			09-FEB-2026	F7	09-FEB-2026	F7	Common Stock		556.0				556.0				D			
0001127602-24-023022	1668515	Restricted Stock Units			F6			10-FEB-2025	F7	10-FEB-2025	F7	Common Stock		502.0				502.0				D			
0001127602-24-023022	1668514	Stock Option (Right to Buy)		269.0				15-FEB-2025	F5	15-FEB-2034		Common Stock		2588.0				2588.0				D			
0001127602-24-023022	1668513	Stock Option (Right to Buy)		249.26				09-FEB-2024	F5	09-FEB-2033		Common Stock		2433.0				2433.0				D			
0001127602-24-023022	1668512	Stock Option (Right to Buy)		211.67				10-FEB-2023	F5	10-FEB-2032		Common Stock		2941.0				2941.0				D			
0001127602-24-023022	1668511	Stock Option (Right to Buy)		189.89					F4	11-FEB-2031		Common Stock		2856.0				2856.0				D			
0001127602-24-023022	1668509	Stock Option (Right to Buy)		161.18					F4	15-FEB-2028		Common Stock		2906.0				2906.0				D			
0001127602-24-023022	1668508	Stock Option (Right to Buy)		168.7					F4	09-FEB-2027		Common Stock		2200.0				2200.0				D			
0001127602-24-023020	1668434	Stock Option (Right to Buy) 2023		54.73				24-FEB-2024		24-FEB-2028		Common Stock		8500.0				8500.0				D			
0001127602-24-023020	1668435	Stock Option (Right to Buy) 2023		54.73				24-FEB-2025		24-FEB-2028		Common Stock		8500.0				8500.0				D			
0001127602-24-023020	1668436	Stock Option (Right to Buy) 2024		57.76				23-FEB-2024		23-FEB-2029		Common Stock		8500.0				8500.0				D			
0001127602-24-023020	1668437	Stock Option (Right to Buy) 2024		57.76				23-FEB-2025		23-FEB-2029		Common Stock		8500.0				8500.0				D			
0001127602-24-023020	1668438	Stock Option (Right to Buy) 2024		57.76				23-FEB-2026		23-FEB-2029		Common Stock		8500.0				8500.0				D			
0001127602-24-023020	1668430	Stock Options (Right to Buy) 2-21-2020		90.79				21-FEB-2020		21-FEB-2025		Common Stock		18333.0				18333.0				D			
0001127602-24-023020	1668440	Stock Option (Right to buy) 2022		53.41				25-FEB-2023		25-FEB-2027		Common Stock		18333.0				18333.0				D			
0001127602-24-023020	1668433	Stock Option (Right to Buy) 2023		54.73				24-FEB-2023		24-FEB-2028		Common Stock		8500.0				8500.0				D			
0001127602-24-023020	1668432	Stock Options (Right to Buy) 2-21-2020		90.79				21-FEB-2022		21-FEB-2025		Common Stock		18334.0				18334.0				D			
0001127602-24-023020	1668431	Stock Options (Right to Buy) 2-21-2020		90.79				21-FEB-2021		21-FEB-2025		Common Stock		18333.0				18333.0				D			
0001127602-24-023020	1668439	Stock Option (Right to buy) 2022		53.41				25-FEB-2022		25-FEB-2027		Common Stock		18333.0				18333.0				D			
0001127602-24-023018	1668537	Stock Option (Right to Buy)		211.67				10-FEB-2023	F3	10-FEB-2032		Common Stock		11252.0				11252.0				D			
0001127602-24-023018	1668538	Stock Option (Right to Buy)		249.26				09-FEB-2024	F3	09-FEB-2033		Common Stock		7850.0				7850.0				D			
0001127602-24-023018	1668539	Stock Option (Right to Buy)		269.0				15-FEB-2025	F3	15-FEB-2034		Common Stock		7106.0				7106.0				D			
0001127602-24-023018	1668540	Restricted Stock Units			F4			10-FEB-2025	F5	10-FEB-2025	F5	Common Stock		1924.0				1924.0				D			
0001127602-24-023018	1668541	Restricted Stock Units			F4			09-FEB-2026	F5	09-FEB-2026	F5	Common Stock		1793.0				1793.0				D			
0001127602-24-023018	1668542	Restricted Stock Units			F4			15-FEB-2027	F5	15-FEB-2027	F5	Common Stock		1533.0				1533.0				D			
0001127602-24-023018	1668543	Performance Units			F4				F6		F6	Common Stock		3847.0				3847.0				D			
0001127602-24-023018	1668544	Performance Units			F4				F7		F7	Common Stock		3586.0				3586.0				D			
0001127602-24-023018	1668545	Performance Units			F4				F8		F8	Common Stock		3065.0				3065.0				D			
0001127602-24-023018	1668530	Stock Option (Right to Buy)		144.69					F2	12-FEB-2025		Common Stock		10000.0				10000.0				D			
0001127602-24-023018	1668531	Stock Option (Right to Buy)		138.03					F2	11-FEB-2026		Common Stock		35000.0				35000.0				D			
0001127602-24-023018	1668532	Stock Option (Right to Buy)		168.7					F2	09-FEB-2027		Common Stock		36000.0				36000.0				D			
0001127602-24-023018	1668533	Stock Option (Right to Buy)		161.18					F2	15-FEB-2028		Common Stock		26052.0				26052.0				D			
0001127602-24-023018	1668534	Stock Option (Right to Buy)		155.92					F2	14-FEB-2029		Common Stock		23500.0				23500.0				D			
0001127602-24-023018	1668535	Stock Option (Right to Buy)		155.34					F2	13-FEB-2030		Common Stock		23500.0				23500.0				D			
0001127602-24-023018	1668536	Stock Option (Right to Buy)		189.89					F2	11-FEB-2031		Common Stock		14986.0				14986.0				D			
0001578563-24-000393	1668424	Restricted Stock Units			F2				F3		F3	Voting Common Stock		461.0				461.0				D			
0001578563-24-000393	1668425	Restricted Stock Units			F2				F4		F4	Voting Common Stock		356.0				356.0				D			
0001578563-24-000393	1668426	Restricted Stock Units			F2				F5		F5	Voting Common Stock		948.0				948.0				D			
0001578563-24-000393	1668427	Restricted Stock Units			F2				F6		F6	Voting Common Stock		2845.0				2845.0				D			
0001578563-24-000393	1668428	Restricted Stock Units			F2				F7		F7	Voting Common Stock		4381.0				4381.0				D			
0001578563-24-000393	1668429	Employee Stock Option (right to buy)		17.0					F8	22-JUL-2025		Voting Common Stock		3000.0				3000.0				D			
0001127602-24-023016	1668524	Stock Options (Right to Buy) 2-21-2020		90.79				21-FEB-2020		21-FEB-2025		Common Stock		18333.0				18333.0				D			
0001127602-24-023016	1668525	Stock Options (Right to Buy) 2-21-2020		90.79				21-FEB-2021		21-FEB-2025		Common Stock		18333.0				18333.0				D			
0001127602-24-023016	1668526	Stock Options (Right to Buy) 2-21-2020		90.79				21-FEB-2022		21-FEB-2025		Common Stock		18334.0				18334.0				D			
